timestamp,energy_kw,hour,day_of_week,is_weekend,is_overnight,roll_24hr_mean,roll_24hr_std,anomaly,is_anomaly,z_score,overnight_spike,weekend_spike,big_spike,drop,explanation,baseline_kw,excess_kw,excess_kw_anomaly,excess_kwh_anomaly,cost_impact,recommended_action,priority
2016-05-21 16:00:00,8.4126,16,5,True,False,6.249312499999999,2.31269141389938,1,False,0.9353982494156134,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-21 17:00:00,8.0836,17,5,True,False,5.951141666666667,1.3739859371841152,1,False,1.5520234054968949,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-21 18:00:00,7.2604,18,5,True,False,6.043491666666665,1.384806155298865,1,False,0.878757166609145,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-21 19:00:00,7.1174,19,5,True,False,6.061870833333333,1.396448160428626,1,False,0.7558670608600915,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-21 20:00:00,6.3072,20,5,True,False,6.058454166666667,1.3957125893807072,1,False,0.17822138685709196,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-21 21:00:00,6.1592,21,5,True,False,6.020570833333334,1.3793512834029493,1,False,0.10050316285251061,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-21 22:00:00,5.395,22,5,True,False,6.018362499999999,1.3803498865875183,1,False,-0.4515974580481677,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-21 23:00:00,5.4761,23,5,True,False,6.016070833333333,1.3812393843712998,1,False,-0.39093211462335503,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 00:00:00,5.088,0,6,True,True,6.007154166666666,1.3867293645180618,1,False,-0.6628215931564304,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 01:00:00,4.4639,1,6,True,True,5.977858333333333,1.412438503445192,1,False,-1.0718755752130205,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 02:00:00,5.162000000000001,2,6,True,True,5.987820833333333,1.4055001245044005,1,False,-0.587563685648572,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 03:00:00,5.037,3,6,True,True,5.983820833333333,1.4081727506361068,1,False,-0.6723754829836255,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 04:00:00,5.4220000000000015,4,6,True,True,5.997529166666666,1.4007052920579963,1,False,-0.4108852661083792,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 05:00:00,5.008,5,6,True,True,5.9902375,1.405576880118592,1,False,-0.6988144966621295,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 06:00:00,4.8419,6,6,True,True,6.005950000000001,1.3898023112471167,1,False,-0.8375651634623199,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 07:00:00,4.3758,7,6,True,False,6.002908333333334,1.3934335374914006,1,False,-1.1676971233680928,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 08:00:00,3.8517,8,6,True,False,5.996154166666667,1.4038481588210896,1,False,-1.5275542110391171,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 09:00:00,5.2570000000000014,9,6,True,False,6.034120833333334,1.3691674207593612,1,False,-0.5675864189803239,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 10:00:00,5.6981,10,6,True,False,6.070420833333333,1.3471410968285742,1,False,-0.27637849829527666,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
2016-05-22 11:00:00,6.6503,11,6,True,False,6.08805,1.3520414731868964,1,False,0.4158526281554962,False,False,False,False,,,,0.0,0.0,0.0,Review energy trends and investigate potential causes.,Low
